                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0198,                 1.3559,                 1.1296,                  0.874,                  0.782,                0.83252,                0.63921,                0.85087,                0.66611,                  1.014,              0.0033251,              0.0033251,              0.0033251
                      2,                0.98216,                0.87157,                 1.0996,                0.82659,                  0.672,                0.75307,                0.52754,                 1.0067,                 1.0353,                  1.081,              0.0065925,              0.0065925,              0.0065925
                      3,                 1.1688,                 1.0649,                 1.1899,                0.70026,                  0.646,                0.67642,                0.45679,                   1.22,                 1.4451,                 1.2293,              0.0097939,              0.0097939,              0.0097939
                      4,                 1.2271,                 1.1326,                 1.2352,                0.78644,                   0.75,                0.77339,                0.54938,                 1.0483,                0.88206,                 1.1529,               0.009703,               0.009703,               0.009703
                      5,                 1.1355,                 1.0253,                 1.1947,                0.85543,                  0.778,                0.82409,                0.59743,                0.95468,                0.80319,                 1.0817,               0.009604,               0.009604,               0.009604
                      6,                 1.0603,                0.93777,                 1.1577,                0.89208,                  0.836,                0.89051,                0.66812,                0.86892,                0.64201,                 1.0189,               0.009505,               0.009505,               0.009505
                      7,                 1.0077,                0.88736,                 1.1343,                0.88948,                0.82092,                0.87915,                0.67152,                0.82994,                0.63929,                 1.0113,               0.009406,               0.009406,               0.009406
                      8,                0.97602,                 0.8486,                 1.1146,                0.92584,                  0.852,                0.89512,                0.69674,                0.79095,                0.58396,                0.99727,               0.009307,               0.009307,               0.009307
                      9,                0.95838,                0.83271,                 1.1076,                0.93648,                0.82559,                0.90303,                0.70949,                0.77893,                0.57577,                0.97807,               0.009208,               0.009208,               0.009208
                     10,                0.92682,                0.79529,                 1.0906,                0.93432,                  0.824,                0.90013,                0.72431,                0.73105,                0.54784,                0.95844,               0.009109,               0.009109,               0.009109
